Id,SalePrice
1461,101941.46788111466
1462,154759.39857176907
1463,177511.7762213826
1464,187481.17433784035
1465,199153.25048681436
1466,180131.1417161746
1467,162704.54829862135
1468,172850.87002710724
1469,205618.7394413114
1470,108904.2832270304
1471,176172.99642044646
1472,97319.80836361332
1473,94670.03141843698
1474,144087.0749652205
1475,116802.70412395919
1476,375661.9146570906
1477,266180.52099303296
1478,339513.04152484325
1479,329034.68740481813
1480,511668.13424101187
1481,317281.70533695695
1482,233536.02194617572
1483,196469.40251571639
1484,170293.47466218562
1485,191343.7997000107
1486,213005.140665362
1487,336683.3634614014
1488,262272.2903689909
1489,193012.69554075773
1490,213891.84826190217
1491,199544.50477689115
1492,98433.74655604227
1493,189585.0728166557
1494,300476.5061620916
1495,291046.3445132102
1496,216683.2611746344
1497,187358.91776611467
1498,161346.90686905905
1499,157522.6059669022
1500,150805.62918663144
1501,174691.0175494803
1502,149014.7218667346
1503,276302.8998030405
1504,231667.3675634827
1505,217512.66541729833
1506,186634.88205944182
1507,234277.5089124921
1508,195867.0035314221
1509,159631.64142866468
1510,138584.46936087712
1511,140348.3653222326
1512,158440.74410654057
1513,148052.9021612993
1514,160424.31991082017
1515,200039.61376310608
1516,155893.6318960386
1517,162581.27592903198
1518,148125.77632350315
1519,209279.25542028196
1520,122676.50598310596
1521,128507.4870883975
1522,177389.5497578004
1523,114614.78014102006
1524,109600.695472008
1525,113756.0327816119
1526,117676.81931555258
1527,108939.80887268587
1528,138364.72212371038
1529,129258.72621417535
1530,171912.17216147706
1531,120284.22495114342
1532,91070.0256930074
1533,128709.12436724617
1534,121834.48243030538
1535,153289.34374984974
1536,109652.13303573572
1537,84268.74848649031
1538,159860.9220079586
1539,169208.10717292587
1540,113705.70631733094
1541,137270.41608240837
1542,127975.72429523313
1543,204461.28412402875
1544,82574.87395909947
1545,104136.24332830521
1546,121562.6681366076
1547,128736.62253957122
1548,116074.69810649789
1549,104239.57910824342
1550,119913.13176544452
1551,112922.02551578733
1552,126231.46160186097
1553,140336.31964236233
1554,112619.81937866933
1555,173247.7734812899
1556,116116.77076370397
1557,119483.45961846002
1558,106010.03755223178
1559,93796.8799209202
1560,120286.51921254324
1561,141255.0136936014
1562,124823.42033466809
1563,108703.81195887117
1564,164737.77286396496
1565,150980.3271150728
1566,232792.99659713334
1567,93691.74371797044
1568,220079.5742470938
1569,126737.12017235419
1570,141455.87617520744
1571,130504.05080290703
1572,134266.3708396012
1573,248880.56296300777
1574,136778.67984144358
1575,221454.6059130764
1576,218129.62438627766
1577,190975.18133562486
1578,144429.46990373317
1579,141195.75316523036
1580,198376.447170935
1581,145186.11519241013
1582,120038.76269541236
1583,300337.2718620063
1584,230720.6115783333
1585,133099.49433985693
1586,81596.03754083946
1587,103973.49885027047
1588,133819.72131714865
1589,107638.58941731407
1590,135159.50678792305
1591,97260.61269977561
1592,125315.19211391376
1593,119986.11441731847
1594,108955.80958469058
1595,130520.48034071138
1596,233259.8488747226
1597,181681.1015231209
1598,200546.4700167603
1599,158103.01637134372
1600,165710.60764519067
1601,61788.420320927304
1602,110951.87266095684
1603,78468.94508105279
1604,220668.8772263157
1605,246880.65207041524
1606,163709.56838892392
1607,191193.90577559025
1608,227394.1720456924
1609,193642.13891861172
1610,151083.3842979237
1611,150203.51180921815
1612,179350.09500250325
1613,167550.613347377
1614,102959.53949790196
1615,80916.2824457621
1616,82563.21985017307
1617,87152.26038278369
1618,116411.26259185544
1619,131936.90789625506
1620,164870.1880117934
1621,142644.88767531927
1622,130820.0591894753
1623,256351.7102682795
1624,203159.45548864995
1625,118270.1868383297
1626,170351.30048443758
1627,184586.6061794579
1628,278660.1831143481
1629,181718.18393146197
1630,328719.16410280566
1631,211577.01754930906
1632,241998.900394401
1633,174276.5136359015
1634,183952.64924520292
1635,180353.0545954752
1636,173225.4699535537
1637,182029.0789336928
1638,218424.38622761777
1639,188482.7734622746
1640,251571.85475192466
1641,187993.2288419325
1642,227859.16089726915
1643,236132.08424386856
1644,233790.94958251267
1645,186511.97671763576
1646,152803.01806083994
1647,168360.10474319907
1648,133490.6107287881
1649,126050.77472071673
1650,106349.05811358211
1651,116591.91859422962
1652,97867.81906122215
1653,97126.02571996461
1654,144389.25580987477
1655,139105.21503221072
1656,142866.49348040618
1657,145479.87852665206
1658,144662.98779696823
1659,112914.27204182942
1660,146625.78543743887
1661,449764.54531872977
1662,374197.3476476944
1663,381410.3713232569
1664,514037.3036217057
1665,343526.9076805467
1666,327947.00356169534
1667,364697.57609222556
1668,340753.4552863461
1669,309197.36600100895
1670,354199.1460868105
1671,265047.2176858943
1672,436600.75159973075
1673,291408.5123653664
1674,277158.49845482217
1675,202607.250658278
1676,192582.44906176315
1677,224484.89941181312
1678,478103.8814104061
1679,374835.961936516
1680,331959.60031214
1681,286226.01740226103
1682,304974.39256505686
1683,206907.7625399562
1684,201682.2925037823
1685,187712.32111919054
1686,183762.0546448431
1687,186538.4370070895
1688,210809.24551300707
1689,209574.44893631877
1690,200382.43947193184
1691,189679.92740443395
1692,269183.1078239035
1693,178382.31114379468
1694,176009.93260835743
1695,173639.04718309347
1696,271154.66079512757
1697,168298.82184915652
1698,337894.1039613364
1699,332200.2893485309
1700,241392.68815446473
1701,274662.476198925
1702,266074.43303763506
1703,272106.3987190875
1704,276296.0488105215
1705,242533.53383908936
1706,425672.59833188995
1707,215159.05902785432
1708,205686.79508018566
1709,281553.71825959545
1710,231912.2931655826
1711,259178.16400242702
1712,271962.67320046405
1713,263132.61849231186
1714,215063.46095436605
1715,197905.55413006767
1716,190989.75214149078
1717,180661.53866991337
1718,151956.2374688554
1719,202545.2361036654
1720,236357.38476247466
1721,185939.00012076387
1722,145578.76467095595
1723,155045.76653246614
1724,211533.8419837679
1725,224900.18072542
1726,175033.2120542779
1727,169294.8654736182
1728,181793.5850551008
1729,153097.62838934353
1730,158581.14120543213
1731,121225.77604717924
1732,112664.29284613831
1733,107856.22641489624
1734,114810.82247835692
1735,123836.44663750035
1736,109229.22322666367
1737,304008.5705182957
1738,233811.01688185765
1739,267120.4043105928
1740,215129.10312977276
1741,184828.37310273107
1742,168058.64125405048
1743,175388.28666495343
1744,282712.3019332985
1745,232087.08235078194
1746,213468.18740036894
1747,213548.0053370772
1748,221315.89388416772
1749,156765.86702878564
1750,146209.46477480742
1751,255181.15042638776
1752,107591.79020983496
1753,156431.70941341747
1754,203937.67777258888
1755,178219.08261933952
1756,110411.85715650283
1757,106305.6581991657
1758,139839.60172003624
1759,153576.28686424787
1760,165762.13472245616
1761,155451.3672777846
1762,157233.61264232273
1763,175890.96282202122
1764,112101.40233404486
1765,176505.46880165566
1766,161559.77576176156
1767,211441.87110033806
1768,124167.33069227157
1769,180764.77122231686
1770,135793.97791497826
1771,124474.40512863388
1772,139863.8756080262
1773,128974.77625885312
1774,170095.78080568704
1775,124396.08247181479
1776,120147.33680297117
1777,95031.13358749446
1778,132523.41901412833
1779,107290.34195138443
1780,176270.04987870462
1781,123200.34789870126
1782,86156.95188609498
1783,143174.16596609482
1784,104721.63886315322
1785,125851.62173309193
1786,162275.1090632878
1787,167318.77066808203
1788,66547.22428630693
1789,110892.63378811468
1790,88399.00673853983
1791,200837.15055263427
1792,150377.2254041047
1793,142238.03887039667
1794,145109.18628595985
1795,131026.07479154879
1796,124649.97932605121
1797,126889.98683363365
1798,114912.2569751169
1799,95727.16134086218
1800,116926.63744088703
1801,126037.91275861913
1802,153767.09851564525
1803,158337.12281015667
1804,133983.30298956484
1805,131536.38746730646
1806,129175.91482385478
1807,137216.22951424314
1808,125639.60258557349
1809,110403.22314400616
1810,121515.14563829656
1811,91882.73584253514
1812,105478.38100377434
1813,110344.9086002146
1814,89765.5739881516
1815,59044.675729542745
1816,88111.66138224922
1817,110904.05596565461
1818,140557.58955604213
1819,132447.98913284615
1820,68764.76855888992
1821,116093.96106245086
1822,152838.433172533
1823,62483.38402784866
1824,142659.98855557595
1825,123650.69725388873
1826,97237.61219263618
1827,106287.61391704126
1828,116325.14415914475
1829,125561.26522031843
