Id,SalePrice
1461,121404.9642115657
1462,130824.3968998276
1463,183372.76488946035
1464,183944.21060820218
1465,198272.45935691055
1466,182039.2907100557
1467,164671.14349962486
1468,175829.32508882714
1469,180844.25644261535
1470,121240.04645689609
1471,181092.12430652376
1472,89317.85996109256
1473,88596.42730695875
1474,153145.05499064506
1475,151768.15149723427
1476,417775.6509473133
1477,263571.715080118
1478,321887.52918237593
1479,301535.74893920217
1480,459508.1612556591
1481,315924.9040701087
1482,219702.3782062725
1483,182244.6219175214
1484,171470.7329829876
1485,166093.28918058076
1486,204010.29053451633
1487,350314.389268109
1488,249709.58886496918
1489,198826.64787350505
1490,196277.58330883848
1491,190549.95527027015
1492,93519.26564310955
1493,162180.40630369345
1494,295367.50548545993
1495,274018.6180809592
1496,211009.62230989814
1497,180056.58650173666
1498,153115.23017076738
1499,150034.5333883833
1500,154660.33473975735
1501,173013.03917888863
1502,151196.55265426254
1503,286932.91929216956
1504,226387.89854742933
1505,208135.68541783074
1506,182443.97990597264
1507,222779.10583382225
1508,206282.75695124303
1509,166355.42192554218
1510,143354.30638239783
1511,146182.61898735352
1512,151579.94430435158
1513,139977.2745880373
1514,149003.00908499004
1515,171914.37197229278
1516,152151.7251619834
1517,153775.0784962884
1518,135673.37400892784
1519,220591.30669469666
1520,138147.75654451654
1521,140093.89333728745
1522,164754.2041446963
1523,120918.01663694023
1524,123007.65371708928
1525,122342.78831945152
1526,129732.56114509264
1527,90785.0146661457
1528,133023.6858370992
1529,136836.14124358463
1530,153237.26511536803
1531,118839.66454305615
1532,103715.88822597652
1533,126028.91430119082
1534,123817.16802448552
1535,147392.6809157333
1536,107092.51869868713
1537,77423.24275594573
1538,179654.84674035665
1539,194790.75434904086
1540,123768.72221078532
1541,140714.81629612026
1542,135979.63745236624
1543,227363.89438008933
1544,79379.59149080359
1545,89923.16153085738
1546,113769.43454665816
1547,127205.82768153955
1548,117374.46562902442
1549,100069.03428342484
1550,142740.7288754597
1551,111821.21257554127
1552,127737.64940510193
1553,134057.47252188082
1554,116070.89354549668
1555,173566.6098013408
1556,126930.99116780714
1557,117754.40573494318
1558,95874.95823932257
1559,91052.05988417189
1560,137141.1691125846
1561,132685.58963389663
1562,127946.2506435371
1563,117318.56177432244
1564,152191.87015957633
1565,149727.40067077833
1566,203403.9754438934
1567,89734.43214949632
1568,224628.7874998475
1569,123951.14544684842
1570,119778.17895391838
1571,126513.64711222588
1572,143616.9392479439
1573,245196.4139936559
1574,148759.9022312973
1575,198118.16110357133
1576,189072.38712184664
1577,203956.25396648428
1578,137335.92682037718
1579,142023.24325434698
1580,188927.3374789825
1581,142550.28404098452
1582,121269.15881118996
1583,309531.8818551103
1584,241245.34438831048
1585,136491.83617792348
1586,77272.58389275249
1587,102544.02585438137
1588,143205.25584142763
1589,106693.91309052747
1590,131585.98232495107
1591,110943.95969199795
1592,123937.20469491299
1593,114420.17891816654
1594,115327.85150946071
1595,131140.34705631598
1596,247068.23202155431
1597,205289.58362296366
1598,178962.75986801836
1599,167421.47680597464
1600,180499.67179730514
1601,67257.53013363718
1602,95466.39173355424
1603,69808.87740814858
1604,275269.3354925997
1605,242325.49525241906
1606,176168.59166460406
1607,177151.6639248303
1608,210477.1493405813
1609,198502.0638324496
1610,167215.05786683044
1611,162163.65995785996
1612,172340.361737151
1613,166028.96211995385
1614,113585.37859491675
1615,83371.58734580541
1616,84032.2733348145
1617,85128.65336727965
1618,129408.8313167766
1619,138433.00488803876
1620,168458.13923377296
1621,136554.86934695207
1622,134912.53573651012
1623,263185.1536246736
1624,191145.52614111558
1625,129025.91419306412
1626,166264.22431987824
1627,176129.5655767402
1628,274487.5751582009
1629,176760.03482418435
1630,316416.669930322
1631,225121.48797416233
1632,259725.9316039193
1633,166887.4344460529
1634,178336.5746030507
1635,172620.65116211175
1636,167662.6869029641
1637,189662.1208990873
1638,218157.83863705982
1639,182961.75003563068
1640,256859.0146672628
1641,190943.36737146208
1642,217164.47960180254
1643,237637.85191583273
1644,224984.4803601452
1645,178075.78415561316
1646,157253.56383025742
1647,162675.86048375402
1648,142567.9481748873
1649,135313.75575742126
1650,121252.45424471979
1651,124060.25097793936
1652,90860.20804894385
1653,90558.90949142836
1654,150939.0858225916
1655,154139.18421317352
1656,148651.64741804567
1657,150611.9229007421
1658,151252.97042673026
1659,148885.67436394317
1660,144705.53782070577
1661,450657.2769738635
1662,386306.18235064496
1663,383247.18898740935
1664,480299.05787348637
1665,346212.4574043373
1666,293263.8204461004
1667,347541.0269065093
1668,346136.18080450466
1669,302033.0893544397
1670,349211.9747083453
1671,251448.6673739352
1672,456682.36941268644
1673,296685.5771607565
1674,254676.78299264505
1675,190706.06753087215
1676,188640.7290947067
1677,214056.70617306972
1678,447408.3647175325
1679,397481.48657599266
1680,336964.31011103216
1681,277684.14968145714
1682,299483.0341785762
1683,185139.7843354581
1684,171161.66684544418
1685,173648.5920177081
1686,169141.89232350324
1687,166888.28223386902
1688,194374.85574685692
1689,185716.48438410964
1690,182732.19295434252
1691,170944.67984732904
1692,278859.9177611794
1693,166568.59864506585
1694,176353.61266703857
1695,174773.0290960799
1696,277039.0576584234
1697,174537.46860584064
1698,327066.9218986652
1699,327791.34840618883
1700,247800.05638454884
1701,270634.740421274
1702,262469.1766115983
1703,264711.33570476284
1704,266543.4288989006
1705,258594.67330479983
1706,438249.2386102136
1707,212953.94681133644
1708,211542.44796673508
1709,287090.40094397124
1710,223717.84607530475
1711,245031.8474422737
1712,265081.1189537688
1713,252211.55451109307
1714,211543.97061460812
1715,196176.54929816516
1716,186590.9792758124
1717,183289.16970897518
1718,137391.0685252954
1719,206137.89192086094
1720,241276.3259369315
1721,176743.25667435874
1722,127252.83657270415
1723,156168.30638592417
1724,205382.06549368918
1725,229596.520498695
1726,179827.47571349598
1727,176045.73993571146
1728,185002.7124909119
1729,158200.78992543457
1730,142452.76927067697
1731,131542.56919565893
1732,123277.48176959391
1733,115658.84381185417
1734,130200.99763709893
1735,130207.12555798111
1736,112156.67685114434
